"ECO_ID","ECO_NAME","BIOME_NAME","REALM"
504,"Southern Andean Yungas","Tropical & Subtropical Moist Broadleaf Forests","Neotropic"
595,"Southern Andean steppe","Montane Grasslands & Shrublands","Neotropic"
272,"Southern Annamites montane rain forests","Tropical & Subtropical Moist Broadleaf Forests","Indomalayan"
616,"Southern Atlantic Brazilian mangroves","Mangroves","Neotropic"
586,"Southern Cone Mesopotamian savanna","Flooded Grasslands & Savannas","Neotropic"
58,"Southern Congolian forest-savanna","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic"
342,"Southern Great Lakes forests","Temperate Broadleaf & Mixed Forests","Nearctic"
382,"Southern Hudson Bay taiga","Boreal Forests/Taiga","Nearctic"
133,"Southern Indian Ocean Islands tundra","Tundra","Antarctica"
681,"Southern Korea evergreen forests","Temperate Broadleaf & Mixed Forests","Palearctic"
617,"Southern Mesoamerican Pacific mangroves","Mangroves","Neotropic"
154,"Southern New Guinea freshwater swamp forests","Tropical & Subtropical Moist Broadleaf Forests","Australasia"
155,"Southern New Guinea lowland rain forests","Tropical & Subtropical Moist Broadleaf Forests","Australasia"
547,"Southern Pacific dry forests","Tropical & Subtropical Dry Broadleaf Forests","Neotropic"
87,"Southern Rift Montane forest-grassland","Montane Grasslands & Shrublands","Afrotropic"
28,"Southern Swahili coastal forests and woodlands","Tropical & Subtropical Moist Broadleaf Forests","Afrotropic"
300,"Southern Vietnam lowland dry forests","Tropical & Subtropical Dry Broadleaf Forests","Indomalayan"
505,"Southwest Amazon moist forests","Tropical & Subtropical Moist Broadleaf Forests","Neotropic"
108,"Southwest Arabian Escarpment shrublands and woodlands","Deserts & Xeric Shrublands","Afrotropic"
107,"Southwest Arabian coastal xeric shrublands","Deserts & Xeric Shrublands","Afrotropic"
109,"Southwest Arabian highland xeric scrub","Deserts & Xeric Shrublands","Afrotropic"
59,"Southwest Arabian montane woodlands and grasslands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic"
205,"Southwest Australia savanna","Mediterranean Forests, Woodlands & Scrub","Australasia"
206,"Southwest Australia woodlands","Mediterranean Forests, Woodlands & Scrub","Australasia"
273,"Southwest Borneo freshwater swamp forests","Tropical & Subtropical Moist Broadleaf Forests","Indomalayan"
805,"Southwest Iberian Mediterranean sclerophyllous and mixed forests","Mediterranean Forests, Woodlands & Scrub","Palearctic"
301,"Sri Lanka dry-zone dry evergreen forests","Tropical & Subtropical Dry Broadleaf Forests","Indomalayan"
274,"Sri Lanka lowland rain forests","Tropical & Subtropical Moist Broadleaf Forests","Indomalayan"
275,"Sri Lanka montane rain forests","Tropical & Subtropical Moist Broadleaf Forests","Indomalayan"
110,"Succulent Karoo xeric shrublands","Deserts & Xeric Shrublands","Afrotropic"
74,"Sudd flooded grasslands","Flooded Grasslands & Savannas","Afrotropic"
746,"Suiphun-Khanka meadows and forest meadows","Flooded Grasslands & Savannas","Palearctic"
766,"Sulaiman Range alpine meadows","Montane Grasslands & Shrublands","Palearctic"
156,"Sulawesi lowland rain forests","Tropical & Subtropical Moist Broadleaf Forests","Australasia"
157,"Sulawesi montane rain forests","Tropical & Subtropical Moist Broadleaf Forests","Australasia"
276,"Sulu Archipelago rain forests","Tropical & Subtropical Moist Broadleaf Forests","Indomalayan"
277,"Sumatran freshwater swamp forests","Tropical & Subtropical Moist Broadleaf Forests","Indomalayan"
278,"Sumatran lowland rain forests","Tropical & Subtropical Moist Broadleaf Forests","Indomalayan"
279,"Sumatran montane rain forests","Tropical & Subtropical Moist Broadleaf Forests","Indomalayan"
280,"Sumatran peat swamp forests","Tropical & Subtropical Moist Broadleaf Forests","Indomalayan"
305,"Sumatran tropical pine forests","Tropical & Subtropical Coniferous Forests","Indomalayan"
165,"Sumba deciduous forests","Tropical & Subtropical Dry Broadleaf Forests","Australasia"
322,"Sunda Shelf mangroves","Mangroves","Indomalayan"
281,"Sundaland heath forests","Tropical & Subtropical Moist Broadleaf Forests","Indomalayan"
282,"Sundarbans freshwater swamp forests","Tropical & Subtropical Moist Broadleaf Forests","Indomalayan"
323,"Sundarbans mangroves","Mangroves","Indomalayan"
739,"Syrian xeric grasslands and shrublands","Temperate Grasslands, Savannas & Shrublands","Palearctic"
682,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Palearctic"
683,"Taiheiyo montane deciduous forests","Temperate Broadleaf & Mixed Forests","Palearctic"
781,"Taimyr-Central Siberian tundra","Tundra","Palearctic"
283,"Taiwan subtropical evergreen forests","Tropical & Subtropical Moist Broadleaf Forests","Indomalayan"
843,"Taklimakan desert","Deserts & Xeric Shrublands","Palearctic"
506,"Talamancan montane forests","Tropical & Subtropical Moist Broadleaf Forests","Neotropic"
436,"Tamaulipan matorral","Deserts & Xeric Shrublands","Nearctic"
437,"Tamaulipan mezquital","Deserts & Xeric Shrublands","Nearctic"
507,"Tapaj<U+00F3>s-Xingu moist forests","Tropical & Subtropical Moist Broadleaf Forests","Neotropic"
684,"Tarim Basin deciduous forests and steppe","Temperate Broadleaf & Mixed Forests","Palearctic"
177,"Tasmanian Central Highland forests","Temperate Broadleaf & Mixed Forests","Australasia"
178,"Tasmanian temperate forests","Temperate Broadleaf & Mixed Forests","Australasia"
179,"Tasmanian temperate rain forests","Temperate Broadleaf & Mixed Forests","Australasia"
610,"Tehuac<U+00E1>n Valley matorral","Deserts & Xeric Shrublands","Neotropic"
284,"Tenasserim-South Thailand semi-evergreen rain forests","Tropical & Subtropical Moist Broadleaf Forests","Indomalayan"
311,"Terai-Duar savanna and grasslands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Indomalayan"
401,"Texas blackland prairies","Temperate Grasslands, Savannas & Shrublands","Nearctic"
318,"Thar desert","Deserts & Xeric Shrublands","Indomalayan"
740,"Tian Shan foothill arid steppe","Temperate Grasslands, Savannas & Shrublands","Palearctic"
709,"Tian Shan montane conifer forests","Temperate Conifer Forests","Palearctic"
767,"Tian Shan montane steppe and meadows","Montane Grasslands & Shrublands","Palearctic"
844,"Tibesti-Jebel Uweinat montane xeric woodlands","Deserts & Xeric Shrublands","Palearctic"
768,"Tibetan Plateau alpine shrublands and meadows","Montane Grasslands & Shrublands","Palearctic"
747,"Tigris-Euphrates alluvial salt marsh","Flooded Grasslands & Savannas","Palearctic"
166,"Timor and Wetar deciduous forests","Tropical & Subtropical Dry Broadleaf Forests","Australasia"
215,"Tirari-Sturt stony desert","Deserts & Xeric Shrublands","Australasia"
508,"Tocantins/Pindare moist forests","Tropical & Subtropical Moist Broadleaf Forests","Neotropic"
631,"Tongan tropical moist forests","Tropical & Subtropical Moist Broadleaf Forests","Oceania"
285,"Tonle Sap freshwater swamp forests","Tropical & Subtropical Moist Broadleaf Forests","Indomalayan"
286,"Tonle Sap-Mekong peat swamp forests","Tropical & Subtropical Moist Broadleaf Forests","Indomalayan"
421,"Torngat Mountain tundra","Tundra","Nearctic"
188,"Trans Fly savanna and grasslands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Australasia"
782,"Trans-Baikal Bald Mountain tundra","Tundra","Palearctic"
718,"Trans-Baikal conifer forests","Boreal Forests/Taiga","Palearctic"
559,"Trans-Mexican Volcanic Belt pine-oak forests","Tropical & Subtropical Coniferous Forests","Neotropic"
510,"Trinidad and Tobago moist forest","Tropical & Subtropical Moist Broadleaf Forests","Neotropic"
158,"Trobriand Islands rain forests","Tropical & Subtropical Moist Broadleaf Forests","Australasia"
632,"Tuamotu tropical moist forests","Tropical & Subtropical Moist Broadleaf Forests","Oceania"
549,"Tumbes-Piura dry forests","Tropical & Subtropical Dry Broadleaf Forests","Neotropic"
806,"Tyrrhenian-Adriatic sclerophyllous and mixed forests","Mediterranean Forests, Woodlands & Scrub","Palearctic"
511,"Uatum<U+00E3>-Trombetas moist forests","Tropical & Subtropical Moist Broadleaf Forests","Neotropic"
512,"Ucayali moist forests","Tropical & Subtropical Moist Broadleaf Forests","Neotropic"
287,"Upper Gangetic Plains moist deciduous forests","Tropical & Subtropical Moist Broadleaf Forests","Indomalayan"
343,"Upper Midwest US forest-savanna transition","Temperate Broadleaf & Mixed Forests","Nearctic"
719,"Urals montane forest and taiga","Boreal Forests/Taiga","Palearctic"
574,"Uruguayan savanna","Tropical & Subtropical Grasslands, Savannas & Shrublands","Neotropic"
685,"Ussuri broadleaf and mixed forests","Temperate Broadleaf & Mixed Forests","Palearctic"
563,"Valdivian temperate forests","Temperate Broadleaf & Mixed Forests","Neotropic"
159,"Vanuatu rain forests","Tropical & Subtropical Moist Broadleaf Forests","Australasia"
513,"Venezuelan Andes montane forests","Tropical & Subtropical Moist Broadleaf Forests","Neotropic"
550,"Veracruz dry forests","Tropical & Subtropical Dry Broadleaf Forests","Neotropic"
514,"Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","Neotropic"
515,"Veracruz montane forests","Tropical & Subtropical Moist Broadleaf Forests","Neotropic"
61,"Victoria Basin forest-savanna","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic"
189,"Victoria Plains tropical savanna","Tropical & Subtropical Grasslands, Savannas & Shrublands","Australasia"
160,"Vogelkop montane rain forests","Tropical & Subtropical Moist Broadleaf Forests","Australasia"
161,"Vogelkop-Aru lowland rain forests","Tropical & Subtropical Moist Broadleaf Forests","Australasia"
368,"Wasatch and Uinta montane forests","Temperate Conifer Forests","Nearctic"
383,"Watson Highlands taiga","Boreal Forests/Taiga","Nearctic"
845,"West Sahara desert","Deserts & Xeric Shrublands","Palearctic"
846,"West Saharan montane xeric woodlands","Deserts & Xeric Shrublands","Palearctic"
720,"West Siberian taiga","Boreal Forests/Taiga","Palearctic"
62,"West Sudanian savanna","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic"
216,"Western Australian Mulga shrublands","Deserts & Xeric Shrublands","Australasia"
63,"Western Congolian forest-savanna","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic"
29,"Western Congolian swamp forests","Tropical & Subtropical Moist Broadleaf Forests","Afrotropic"
516,"Western Ecuador moist forests","Tropical & Subtropical Moist Broadleaf Forests","Neotropic"
686,"Western European broadleaf forests","Temperate Broadleaf & Mixed Forests","Palearctic"
344,"Western Great Lakes forests","Temperate Broadleaf & Mixed Forests","Nearctic"
30,"Western Guinean lowland forests","Tropical & Subtropical Moist Broadleaf Forests","Afrotropic"
384,"Western Gulf coastal grasslands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Nearctic"
769,"Western Himalayan alpine shrub and meadows","Montane Grasslands & Shrublands","Palearctic"
308,"Western Himalayan broadleaf forests","Temperate Broadleaf & Mixed Forests","Indomalayan"
310,"Western Himalayan subalpine conifer forests","Temperate Conifer Forests","Indomalayan"
288,"Western Java montane rain forests","Tropical & Subtropical Moist Broadleaf Forests","Indomalayan"
289,"Western Java rain forests","Tropical & Subtropical Moist Broadleaf Forests","Indomalayan"
687,"Western Siberian hemiboreal forests","Temperate Broadleaf & Mixed Forests","Palearctic"
402,"Western shortgrass prairie","Temperate Grasslands, Savannas & Shrublands","Nearctic"
180,"Westland temperate forests","Temperate Broadleaf & Mixed Forests","Australasia"
403,"Willamette Valley oak savanna","Temperate Grasslands, Savannas & Shrublands","Nearctic"
517,"Windward Islands moist forests","Tropical & Subtropical Moist Broadleaf Forests","Neotropic"
783,"Wrangel Island Arctic desert","Tundra","Palearctic"
438,"Wyoming Basin shrub steppe","Deserts & Xeric Shrublands","Nearctic"
518,"Xingu-Tocantins-Araguaia moist forests","Tropical & Subtropical Moist Broadleaf Forests","Neotropic"
784,"Yamal-Gydan tundra","Tundra","Palearctic"
162,"Yapen rain forests","Tropical & Subtropical Moist Broadleaf Forests","Australasia"
770,"Yarlung Zanbo arid steppe","Montane Grasslands & Shrublands","Palearctic"
748,"Yellow Sea saline meadow","Flooded Grasslands & Savannas","Palearctic"
551,"Yucat<U+00E1>n dry forests","Tropical & Subtropical Dry Broadleaf Forests","Neotropic"
519,"Yucat<U+00E1>n moist forests","Tropical & Subtropical Moist Broadleaf Forests","Neotropic"
643,"Yunnan Plateau subtropical evergreen forests","Tropical & Subtropical Moist Broadleaf Forests","Palearctic"
688,"Zagros Mountains forest steppe","Temperate Broadleaf & Mixed Forests","Palearctic"
64,"Zambezian Baikiaea woodlands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic"
75,"Zambezian coastal flooded savanna","Flooded Grasslands & Savannas","Afrotropic"
33,"Zambezian evergreen dry forests","Tropical & Subtropical Dry Broadleaf Forests","Afrotropic"
76,"Zambezian flooded grasslands","Flooded Grasslands & Savannas","Afrotropic"
65,"Zambezian mopane woodlands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic"
66,"Zambezian-Limpopo mixed woodlands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic"
